,sentence_id,sentence,video,start_frame,end_frame,Video_path,CaptionNums,exists
4928,s22-d29_1_6,She discards the herb's stems in the recycling bin.,s22-d29,3002,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4929,s22-d29_1_7,She has completed the cutting of the herbs.,s22-d29,3002,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4930,s22-d29_2_1,Remove fresh herbs from refrigerator.,s22-d29,303,693,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4931,s22-d29_2_2,Rinse fresh herbs under water.,s22-d29,768,1113,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4932,s22-d29_2_3,Get out cutting board and knife.,s22-d29,1215,1583,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4933,s22-d29_2_4,Cut herbs to desired fine-ness.,s22-d29,1612,2965,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4934,s22-d29_2_5,Discard stems of herbs.,s22-d29,3002,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4935,s22-d29_3_1,She gets a bunch of herbs from the fridge.,s22-d29,303,693,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4936,s22-d29_3_2,She rinses the herbs.,s22-d29,768,1113,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4937,s22-d29_3_3,She gets a cutting board and knife.,s22-d29,1215,1583,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4938,s22-d29_3_4,She puts the herbs on the cutting board.,s22-d29,1612,1742,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4939,s22-d29_3_5,She chops the herbs.,s22-d29,1778,2965,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4940,s22-d29_3_6,She throws away the stems.,s22-d29,3002,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4941,s22-d29_4_1,The woman enters the kitchen and retrieves the herbs from the refrigerator.,s22-d29,303,693,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4942,s22-d29_4_2,The woman carefully rinses the herbs under the sink.,s22-d29,768,1113,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4943,s22-d29_4_3,The woman places the herbs in the sink while retrieving a cutting board and knife from the cabinet.,s22-d29,1215,1583,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4944,s22-d29_4_4,"The woman carefully lays the herbs on the cutting board and picks up the knife, then goes on to cut the top of the herb carefully until she reaches the stem.",s22-d29,1612,2965,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4945,s22-d29_4_5,The woman discards the stem of the herb.,s22-d29,3002,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4946,s22-d29_5_1,Take the herbs out of the refrigerator.,s22-d29,303,693,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4947,s22-d29_5_2,Wash the herbs under cool water.,s22-d29,768,1113,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4948,s22-d29_5_3,Take out a cutting board and small knife and place the herbs on the board.,s22-d29,1215,1742,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4949,s22-d29_5_4,"Lay the herbs flat and begin slicing into small pieces, moving from one end to the other.",s22-d29,1778,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4950,s22-d29_5_5,Throw away any excess ends.,s22-d29,1778,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4951,s22-d29_6_1,The woman gathers and washes herbs from the refrigerator.,s22-d29,303,1113,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4952,s22-d29_6_2,The woman takes out a knife and cutting board.,s22-d29,1215,1583,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4953,s22-d29_6_3,The woman slices the leaves into small pieces.,s22-d29,1612,2965,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4954,s22-d29_6_4,The woman discards the stems.,s22-d29,3002,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4955,s22-d29_6_5,The woman places the knife onto the board and they are ready to use.,s22-d29,3002,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4956,s22-d29_8_1,The person gets out some herbs.,s22-d29,303,693,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4957,s22-d29_8_2,The person rinses the herbs.,s22-d29,768,1113,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4958,s22-d29_8_3,The person gets out a wooden plate.,s22-d29,1215,1353,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4959,s22-d29_8_4,The person gets out a knife.,s22-d29,1357,1583,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4960,s22-d29_8_5,The person chops up the herbs.,s22-d29,1612,2965,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4961,s22-d29_8_6,The person throws away the stalks.,s22-d29,3002,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4962,s22-d29_9_1,She gets herbs from the fridge.,s22-d29,303,878,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4963,s22-d29_9_2,She washes the herbs.,s22-d29,303,878,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4964,s22-d29_9_3,She gets out a circular cutting board.,s22-d29,906,1353,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4965,s22-d29_9_4,She gets a small knife.,s22-d29,1357,1583,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4966,s22-d29_9_5,She starts cutting the herbs into very small pieces.,s22-d29,1612,1742,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4967,s22-d29_10_1,She walks to the refrigerator and gets out some herbs.,s22-d29,303,693,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4968,s22-d29_10_2,She goes to the sink and removes the rubber band and rinses the herbs.,s22-d29,768,1113,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4969,s22-d29_10_3,She goes to the drawer and takes out a cutting board and knife.,s22-d29,1215,1583,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4970,s22-d29_10_4,She goes back to the sink and picks up the herbs and squeezes the water out.,s22-d29,1612,1742,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4971,s22-d29_10_5,She finely chops the herbs into small pieces.,s22-d29,1778,2965,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4972,s22-d29_10_6,She takes the herb ends and throws them away.,s22-d29,3002,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4973,s22-d29_11_1,Takes herbs out of fridge.,s22-d29,303,693,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4974,s22-d29_11_2,Rinses it off in sink.,s22-d29,768,878,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4975,s22-d29_11_3,Takes out cutting board and knife.,s22-d29,906,1113,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4976,s22-d29_11_4,Places herbs on cutting board.,s22-d29,1215,1742,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4977,s22-d29_11_5,Slices herbs.,s22-d29,1215,1742,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4978,s22-d29_11_6,Puts stems in garbage.,s22-d29,1778,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4979,s22-d29_12_1,person washes herbs,s22-d29,303,1113,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4980,s22-d29_12_2,person gets cutting board,s22-d29,1215,1353,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4981,s22-d29_12_3,person gets knife,s22-d29,1357,1583,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4982,s22-d29_12_4,person dices herbs,s22-d29,1778,2965,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4983,s22-d29_12_5,person throws away stem of herbs,s22-d29,3002,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4984,s22-d29_13_1,Herbs are removed from the refrigerator.,s22-d29,303,693,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4985,s22-d29_13_2,The herbs are washed.,s22-d29,768,1113,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4986,s22-d29_13_3,The person selects a cutting board.,s22-d29,1215,1326,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4987,s22-d29_13_4,A knife is selected.,s22-d29,1326,1583,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4988,s22-d29_13_5,The herbs are chopped starting with the leafy end.,s22-d29,1612,2965,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4989,s22-d29_13_6,The stems are thrown away.,s22-d29,3002,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4990,s22-d29_13_7,The herbs are ready.,s22-d29,3002,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4991,s22-d29_15_1,The person removes herbs from the refrigerator.,s22-d29,303,693,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4992,s22-d29_15_2,The herbs are washed.,s22-d29,768,1113,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4993,s22-d29_15_3,The person selected a cutting board.,s22-d29,1215,1326,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4994,s22-d29_15_4,A knife is carefully chosen.,s22-d29,1326,1583,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4995,s22-d29_15_5,The herbs are placed on the cutting board.,s22-d29,1612,1742,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4996,s22-d29_15_6,The tops of the herbs are finely sliced.,s22-d29,1612,2965,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4997,s22-d29_15_7,The stems are discarded.,s22-d29,3002,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4998,s22-d29_15_8,The herbs are ready.,s22-d29,3002,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
4999,s22-d29_16_1,Get the fresh herbs out of the fridge.,s22-d29,303,693,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5000,s22-d29_16_2,If the herbs are banded together undo the band and wash under running water and lightly squeeze off excess water.,s22-d29,768,1113,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5001,s22-d29_16_3,Get out a cutting board.,s22-d29,1215,1326,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5002,s22-d29_16_4,Get out a sharp knife.,s22-d29,1326,1583,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5003,s22-d29_16_5,Cut the leafy ends off the fresh herb and do not include the stems.,s22-d29,1778,2965,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5004,s22-d29_16_6,Discard the stems.,s22-d29,3002,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5005,s22-d29_16_7,Now the herbs are ready to use.,s22-d29,3002,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5006,s22-d29_17_1,Wash the herbs,s22-d29,303,1113,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5007,s22-d29_17_2,The person cuts the herb.,s22-d29,1612,2965,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5008,s22-d29_17_3,The person picks up the stem of the herbs.,s22-d29,1612,2965,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5009,s22-d29_17_4,The person discards the stems of the herbs.,s22-d29,3002,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5010,s22-d29_17_5,The person makes a neat pile of the thinly cut herbs.,s22-d29,3002,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5011,s22-d29_18_1,Woman pulls herbs from the refrigerator.,s22-d29,303,693,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5012,s22-d29_18_2,She washes the herbs.,s22-d29,768,1113,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5013,s22-d29_18_3,Woman pulls out a knife and cutting board.,s22-d29,1215,1583,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5014,s22-d29_18_4,Woman slices the leaves of the herbs.,s22-d29,1215,2965,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5015,s22-d29_18_5,Woman finishes by discarding the stems.,s22-d29,3002,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5016,s22-d29_19_1,The person procures some herbs from the fridge.,s22-d29,303,693,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5017,s22-d29_19_2,The person rinses the herb stalks in the sink.,s22-d29,768,1113,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5018,s22-d29_19_3,The person removes a cutting board from a drawer.,s22-d29,1215,1353,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5019,s22-d29_19_4,The person removes a knife from the cutlery drawer.,s22-d29,1357,1583,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5020,s22-d29_19_5,The person chops the leaves from the herbs on the cutting board with the knife.,s22-d29,1612,2965,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5021,s22-d29_19_6,The person throws the stems into the garbage.,s22-d29,3002,3103,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d29.avi,99,FALSE
5022,s22-d34_1_1,She took out ginger,s22-d34,251,602,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5023,s22-d34_1_2,She washed ginger,s22-d34,629,736,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5024,s22-d34_1_3,She took out cutting board,s22-d34,769,876,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5025,s22-d34_1_4,She took out knife,s22-d34,910,1025,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5026,s22-d34_1_5,She cut up ginger,s22-d34,1053,2219,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5027,s22-d34_3_1,She took out ginger,s22-d34,251,602,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5028,s22-d34_3_2,She washed ginger,s22-d34,629,736,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5029,s22-d34_3_3,She took out cutting board,s22-d34,769,876,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5030,s22-d34_3_4,She took out knife,s22-d34,910,1025,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5031,s22-d34_3_5,She sliced ginger,s22-d34,1053,2219,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5032,s22-d34_5_1,The person takes some ginger from the pantry.,s22-d34,251,602,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5033,s22-d34_5_2,The person washes the ginger in the sink.,s22-d34,629,736,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5034,s22-d34_5_3,The person takes out a cutting board from the drawer.,s22-d34,769,876,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5035,s22-d34_5_4,The person takes out a knife from the drawer.,s22-d34,910,1025,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5036,s22-d34_5_5,The person slices the ginger on the cutting board.,s22-d34,1053,2219,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5037,s22-d34_6_1,The woman takes the ginger from the cabinet.,s22-d34,251,602,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5038,s22-d34_6_2,The woman rinses the ginger under the tap.,s22-d34,629,736,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5039,s22-d34_6_3,She gathers a knife and cutting board.,s22-d34,769,1025,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5040,s22-d34_6_4,The woman slices the ginger.,s22-d34,1053,2219,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5041,s22-d34_6_5,The woman cuts the last tip of ginger in half.,s22-d34,1053,2219,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5042,s22-d34_7_1,"The woman walks to a cupboard, opens the door, removes some ginger and closes the door.",s22-d34,251,602,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5043,s22-d34_7_2,"She walks to the sink, turns on the faucet and rinses the ginger. She shakes off excess water.",s22-d34,629,736,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5044,s22-d34_7_3,"She opens a drawer and removes a small cutting board. She places it on the counter, then she places the ginger on the cutting board. She closes the drawer.",s22-d34,769,876,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5045,s22-d34_7_4,"She opens another drawer, selects a knife and closes the drawer.",s22-d34,910,1025,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5046,s22-d34_7_5,The woman to cut the ginger into small slices.,s22-d34,1053,2219,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5047,s22-d34_7_6,She sets the knife down when she has finished.,s22-d34,1053,2219,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5048,s22-d34_8_1,The person takes some ginger root from the pantry.,s22-d34,251,602,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5049,s22-d34_8_2,The person washes the ginger in the sink.,s22-d34,629,736,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5050,s22-d34_8_3,The person takes out a cutting board from the drawer.,s22-d34,769,876,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5051,s22-d34_8_4,The person takes out a knife from the drawer.,s22-d34,910,1025,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5052,s22-d34_8_5,The person slices the ginger on the cutting board.,s22-d34,1053,2219,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5053,s22-d34_9_1,She gets a clove of ginger.,s22-d34,251,678,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5054,s22-d34_9_2,She washes the ginger.,s22-d34,678,736,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5055,s22-d34_9_3,She gets a small cutting board.,s22-d34,769,876,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5056,s22-d34_9_4,She gets a knife.,s22-d34,910,1025,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5057,s22-d34_9_5,She starts cutting the ginger thinly.,s22-d34,910,1025,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5058,s22-d34_10_1,The person gets out some ginger.,s22-d34,251,602,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5059,s22-d34_10_2,The person rinses the ginger.,s22-d34,629,736,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5060,s22-d34_10_3,The person gets out a cutting board.,s22-d34,769,876,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5061,s22-d34_10_4,The person gets out a knife.,s22-d34,910,1025,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5062,s22-d34_10_5,The person chops up the ginger.,s22-d34,1053,2219,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5063,s22-d34_12_1,Lady enters kitchen and opens pantry.,s22-d34,251,602,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5064,s22-d34_12_2,Woman pulls out a ginger and washes it.,s22-d34,629,736,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5065,s22-d34_12_3,Woman places ginger on cutting board.,s22-d34,769,876,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5066,s22-d34_12_4,Woman begins to cut ginger.,s22-d34,910,1025,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5067,s22-d34_12_5,Woman sets down knife and looks up.,s22-d34,1053,2219,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5068,s22-d34_13_1,The person gets the ginger from the cabinet.,s22-d34,251,602,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5069,s22-d34_13_2,Then rises off the ginger in kitchen sink.,s22-d34,629,678,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5070,s22-d34_13_3,Take cutting board from cabinet and sets on counter.,s22-d34,678,876,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5071,s22-d34_13_4,Gets knife out from kitchen door.,s22-d34,910,1025,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5072,s22-d34_13_5,The person cuts the ginger into thin slices.,s22-d34,1053,2219,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5073,s22-d34_14_1,The person takes fresh ginger root from the pantry.,s22-d34,251,602,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5074,s22-d34_14_2,The person rinses the ginger root.,s22-d34,629,736,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
5075,s22-d34_14_3,The person lays the ginger root on a cutting board.,s22-d34,769,876,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s22-d34.avi,71,FALSE
